evidence_id,evidence_type,source_table,source_record_id,lot_id,event_time,tool_id,chamber_id,root_cause_id,is_shared_evidence,evidence_summary,evidence_payload
EVID_SENSOR_CALIBRATION_BIAS_SYNV2_00681,synthetic_lot,synthetic_secom_v2,SYNV2_00681,SYNV2_00681,2026-04-24 14:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-04-24 14:00:00"",""injected_sensor_columns"":""sensor_004;sensor_134"",""lot_id"":""SYNV2_00681"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_CALIBRATION_BIAS_SYNV2_00681"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_CALIBRATION_BIAS_SYNV2_00699,synthetic_lot,synthetic_secom_v2,SYNV2_00699,SYNV2_00699,2026-04-27 14:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-04-27 14:00:00"",""injected_sensor_columns"":""sensor_004;sensor_134"",""lot_id"":""SYNV2_00699"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_CALIBRATION_BIAS_SYNV2_00699"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_CALIBRATION_BIAS_SYNV2_00711,synthetic_lot,synthetic_secom_v2,SYNV2_00711,SYNV2_00711,2026-04-29 14:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-04-29 14:00:00"",""injected_sensor_columns"":""sensor_004;sensor_134"",""lot_id"":""SYNV2_00711"",""product_family"":""LOGIC"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_CALIBRATION_BIAS_SYNV2_00711"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_CALIBRATION_BIAS_SYNV2_00728,synthetic_lot,synthetic_secom_v2,SYNV2_00728,SYNV2_00728,2026-05-02 10:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-05-02 10:00:00"",""injected_sensor_columns"":""sensor_004;sensor_134"",""lot_id"":""SYNV2_00728"",""product_family"":""LOGIC"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_CALIBRATION_BIAS_SYNV2_00728"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_CALIBRATION_BIAS_SYNV2_00732,synthetic_lot,synthetic_secom_v2,SYNV2_00732,SYNV2_00732,2026-05-03 02:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-05-03 02:00:00"",""injected_sensor_columns"":""sensor_004;sensor_134"",""lot_id"":""SYNV2_00732"",""product_family"":""LOGIC"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_CALIBRATION_BIAS_SYNV2_00732"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_DROPOUT_SYNV2_00250,synthetic_lot,synthetic_secom_v2,SYNV2_00250,SYNV2_00250,2026-02-11 18:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-02-11 18:00:00"",""injected_sensor_columns"":""sensor_355;sensor_410;sensor_419;sensor_483;sensor_566"",""lot_id"":""SYNV2_00250"",""product_family"":""LOGIC"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_DROPOUT_SYNV2_00250"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_DROPOUT_SYNV2_00305,synthetic_lot,synthetic_secom_v2,SYNV2_00305,SYNV2_00305,2026-02-20 22:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-02-20 22:00:00"",""injected_sensor_columns"":""sensor_355;sensor_410;sensor_419;sensor_483;sensor_566"",""lot_id"":""SYNV2_00305"",""product_family"":""MEMORY"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_DROPOUT_SYNV2_00305"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_DROPOUT_SYNV2_00320,synthetic_lot,synthetic_secom_v2,SYNV2_00320,SYNV2_00320,2026-02-23 10:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-02-23 10:00:00"",""injected_sensor_columns"":""sensor_355;sensor_410;sensor_419;sensor_483;sensor_566"",""lot_id"":""SYNV2_00320"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_DROPOUT_SYNV2_00320"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_DROPOUT_SYNV2_00342,synthetic_lot,synthetic_secom_v2,SYNV2_00342,SYNV2_00342,2026-02-27 02:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-02-27 02:00:00"",""injected_sensor_columns"":""sensor_355;sensor_410;sensor_419;sensor_483;sensor_566"",""lot_id"":""SYNV2_00342"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_DROPOUT_SYNV2_00342"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_DROPOUT_SYNV2_00351,synthetic_lot,synthetic_secom_v2,SYNV2_00351,SYNV2_00351,2026-02-28 14:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-02-28 14:00:00"",""injected_sensor_columns"":""sensor_355;sensor_410;sensor_419;sensor_483;sensor_566"",""lot_id"":""SYNV2_00351"",""product_family"":""MEMORY"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_DROPOUT_SYNV2_00351"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_DROPOUT_SYNV2_00355,synthetic_lot,synthetic_secom_v2,SYNV2_00355,SYNV2_00355,2026-03-01 06:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-01 06:00:00"",""injected_sensor_columns"":""sensor_355;sensor_410;sensor_419;sensor_483;sensor_566"",""lot_id"":""SYNV2_00355"",""product_family"":""MEMORY"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_DROPOUT_SYNV2_00355"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_DROPOUT_SYNV2_00363,synthetic_lot,synthetic_secom_v2,SYNV2_00363,SYNV2_00363,2026-03-02 14:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-02 14:00:00"",""injected_sensor_columns"":""sensor_355;sensor_410;sensor_419;sensor_483;sensor_566"",""lot_id"":""SYNV2_00363"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_DROPOUT_SYNV2_00363"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_DROPOUT_SYNV2_00364,synthetic_lot,synthetic_secom_v2,SYNV2_00364,SYNV2_00364,2026-03-02 18:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-02 18:00:00"",""injected_sensor_columns"":""sensor_355;sensor_410;sensor_419;sensor_483;sensor_566"",""lot_id"":""SYNV2_00364"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_DROPOUT_SYNV2_00364"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_DROPOUT_SYNV2_00374,synthetic_lot,synthetic_secom_v2,SYNV2_00374,SYNV2_00374,2026-03-04 10:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-04 10:00:00"",""injected_sensor_columns"":""sensor_355;sensor_410;sensor_419;sensor_483;sensor_566"",""lot_id"":""SYNV2_00374"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_DROPOUT_SYNV2_00374"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_DROPOUT_SYNV2_00391,synthetic_lot,synthetic_secom_v2,SYNV2_00391,SYNV2_00391,2026-03-07 06:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-07 06:00:00"",""injected_sensor_columns"":""sensor_355;sensor_410;sensor_419;sensor_483;sensor_566"",""lot_id"":""SYNV2_00391"",""product_family"":""MEMORY"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_DROPOUT_SYNV2_00391"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_DROPOUT_SYNV2_00413,synthetic_lot,synthetic_secom_v2,SYNV2_00413,SYNV2_00413,2026-03-10 22:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-10 22:00:00"",""injected_sensor_columns"":""sensor_355;sensor_410;sensor_419;sensor_483;sensor_566"",""lot_id"":""SYNV2_00413"",""product_family"":""LOGIC"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_DROPOUT_SYNV2_00413"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_DROPOUT_SYNV2_00420,synthetic_lot,synthetic_secom_v2,SYNV2_00420,SYNV2_00420,2026-03-12 02:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-12 02:00:00"",""injected_sensor_columns"":""sensor_355;sensor_410;sensor_419;sensor_483;sensor_566"",""lot_id"":""SYNV2_00420"",""product_family"":""MEMORY"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_DROPOUT_SYNV2_00420"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_MISSING_BURST_SYNV2_00425,synthetic_lot,synthetic_secom_v2,SYNV2_00425,SYNV2_00425,2026-03-12 22:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-12 22:00:00"",""injected_sensor_columns"":""sensor_145;sensor_417;sensor_419"",""lot_id"":""SYNV2_00425"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_MISSING_BURST_SYNV2_00425"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_MISSING_BURST_SYNV2_00434,synthetic_lot,synthetic_secom_v2,SYNV2_00434,SYNV2_00434,2026-03-14 10:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-14 10:00:00"",""injected_sensor_columns"":""sensor_145;sensor_417;sensor_419"",""lot_id"":""SYNV2_00434"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_MISSING_BURST_SYNV2_00434"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_MISSING_BURST_SYNV2_00435,synthetic_lot,synthetic_secom_v2,SYNV2_00435,SYNV2_00435,2026-03-14 14:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-14 14:00:00"",""injected_sensor_columns"":""sensor_145;sensor_417;sensor_419"",""lot_id"":""SYNV2_00435"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_MISSING_BURST_SYNV2_00435"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_MISSING_BURST_SYNV2_00476,synthetic_lot,synthetic_secom_v2,SYNV2_00476,SYNV2_00476,2026-03-21 10:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-21 10:00:00"",""injected_sensor_columns"":""sensor_145;sensor_417;sensor_419"",""lot_id"":""SYNV2_00476"",""product_family"":""MEMORY"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_MISSING_BURST_SYNV2_00476"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_MISSING_BURST_SYNV2_00496,synthetic_lot,synthetic_secom_v2,SYNV2_00496,SYNV2_00496,2026-03-24 18:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-24 18:00:00"",""injected_sensor_columns"":""sensor_145;sensor_417;sensor_419"",""lot_id"":""SYNV2_00496"",""product_family"":""LOGIC"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_MISSING_BURST_SYNV2_00496"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_MISSING_BURST_SYNV2_00497,synthetic_lot,synthetic_secom_v2,SYNV2_00497,SYNV2_00497,2026-03-24 22:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-24 22:00:00"",""injected_sensor_columns"":""sensor_145;sensor_417;sensor_419"",""lot_id"":""SYNV2_00497"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_C"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_MISSING_BURST_SYNV2_00497"",""tool_id"":""TOOL_06""}"
EVID_SENSOR_MISSING_BURST_SYNV2_00501,synthetic_lot,synthetic_secom_v2,SYNV2_00501,SYNV2_00501,2026-03-25 14:00:00,TOOL_06,TOOL_06_CH_01,RC_SENSOR_HARDWARE,False,Synthetic sensor_fault lot evidence.,"{""abrupt_shift_sigma"":"""",""anomaly_mechanism"":""sensor_fault"",""chamber_id"":""TOOL_06_CH_01"",""degradation_progress"":"""",""event_time"":""2026-03-25 14:00:00"",""injected_sensor_columns"":""sensor_145;sensor_417;sensor_419"",""lot_id"":""SYNV2_00501"",""product_family"":""MIXED_SIGNAL"",""recipe_id"":""RCP_A"",""root_cause_id"":""RC_SENSOR_HARDWARE"",""synthetic_evidence_id"":""EVID_SENSOR_MISSING_BURST_SYNV2_00501"",""tool_id"":""TOOL_06""}"
