case_id,lot_id,root_cause_id,suspected_cause,recommended_action,outcome,evidence_ids,supports_abstention,top3_acceptable_causes
RCA_VARIANCE_005,SYNV2_00178,RC_PROCESS_VARIABILITY,Synthetic variance instability with increasing within-context sensor dispersion.,"Review chamber stability, inspect control-chart dispersion, compare adjacent lots, and verify process-control settings.",Synthetic variance instability injected for controlled evaluation.,EVID_VARIANCE_EVENT_001;EVID_VARIANCE_SYNV2_00178,False,RC_PROCESS_VARIABILITY
RCA_VARIANCE_006,SYNV2_00204,RC_PROCESS_VARIABILITY,Synthetic variance instability with increasing within-context sensor dispersion.,"Review chamber stability, inspect control-chart dispersion, compare adjacent lots, and verify process-control settings.",Synthetic variance instability injected for controlled evaluation.,EVID_VARIANCE_EVENT_001;EVID_VARIANCE_SYNV2_00204,False,RC_PROCESS_VARIABILITY
RCA_VARIANCE_008,SYNV2_00225,RC_PROCESS_VARIABILITY,Synthetic variance instability with increasing within-context sensor dispersion.,"Review chamber stability, inspect control-chart dispersion, compare adjacent lots, and verify process-control settings.",Synthetic variance instability injected for controlled evaluation.,EVID_VARIANCE_EVENT_001;EVID_VARIANCE_SYNV2_00225,False,RC_PROCESS_VARIABILITY
RCA_VARIANCE_010,SYNV2_00231,RC_PROCESS_VARIABILITY,Synthetic variance instability with increasing within-context sensor dispersion.,"Review chamber stability, inspect control-chart dispersion, compare adjacent lots, and verify process-control settings.",Synthetic variance instability injected for controlled evaluation.,EVID_VARIANCE_EVENT_001;EVID_VARIANCE_SYNV2_00231,False,RC_PROCESS_VARIABILITY
RCA_VARIANCE_011,SYNV2_00240,RC_PROCESS_VARIABILITY,Synthetic variance instability with increasing within-context sensor dispersion.,"Review chamber stability, inspect control-chart dispersion, compare adjacent lots, and verify process-control settings.",Synthetic variance instability injected for controlled evaluation.,EVID_VARIANCE_EVENT_001;EVID_VARIANCE_SYNV2_00240,False,RC_PROCESS_VARIABILITY
RCA_VARIANCE_013,SYNV2_00258,RC_PROCESS_VARIABILITY,Synthetic variance instability with increasing within-context sensor dispersion.,"Review chamber stability, inspect control-chart dispersion, compare adjacent lots, and verify process-control settings.",Synthetic variance instability injected for controlled evaluation.,EVID_VARIANCE_EVENT_001;EVID_VARIANCE_SYNV2_00258,False,RC_PROCESS_VARIABILITY
RCA_VARIANCE_016,SYNV2_00300,RC_PROCESS_VARIABILITY,Synthetic variance instability with increasing within-context sensor dispersion.,"Review chamber stability, inspect control-chart dispersion, compare adjacent lots, and verify process-control settings.",Synthetic variance instability injected for controlled evaluation.,EVID_VARIANCE_EVENT_001;EVID_VARIANCE_SYNV2_00300,False,RC_PROCESS_VARIABILITY
RCA_VARIANCE_018,SYNV2_00318,RC_PROCESS_VARIABILITY,Synthetic variance instability with increasing within-context sensor dispersion.,"Review chamber stability, inspect control-chart dispersion, compare adjacent lots, and verify process-control settings.",Synthetic variance instability injected for controlled evaluation.,EVID_VARIANCE_EVENT_001;EVID_VARIANCE_SYNV2_00318,False,RC_PROCESS_VARIABILITY
RCA_VARIANCE_019,SYNV2_00321,RC_PROCESS_VARIABILITY,Synthetic variance instability with increasing within-context sensor dispersion.,"Review chamber stability, inspect control-chart dispersion, compare adjacent lots, and verify process-control settings.",Synthetic variance instability injected for controlled evaluation.,EVID_VARIANCE_EVENT_001;EVID_VARIANCE_SYNV2_00321,False,RC_PROCESS_VARIABILITY
RCA_VARIANCE_041,SYNV2_00717,RC_PROCESS_VARIABILITY,Synthetic variance instability with increasing within-context sensor dispersion.,"Review chamber stability, inspect control-chart dispersion, compare adjacent lots, and verify process-control settings.",Synthetic variance instability injected for controlled evaluation.,EVID_VARIANCE_EVENT_001;EVID_VARIANCE_SYNV2_00717,False,RC_PROCESS_VARIABILITY
RCA_VARIANCE_043,SYNV2_00723,RC_PROCESS_VARIABILITY,Synthetic variance instability with increasing within-context sensor dispersion.,"Review chamber stability, inspect control-chart dispersion, compare adjacent lots, and verify process-control settings.",Synthetic variance instability injected for controlled evaluation.,EVID_VARIANCE_EVENT_001;EVID_VARIANCE_SYNV2_00723,False,RC_PROCESS_VARIABILITY
RCA_VARIANCE_044,SYNV2_00759,RC_PROCESS_VARIABILITY,Synthetic variance instability with increasing within-context sensor dispersion.,"Review chamber stability, inspect control-chart dispersion, compare adjacent lots, and verify process-control settings.",Synthetic variance instability injected for controlled evaluation.,EVID_VARIANCE_EVENT_001;EVID_VARIANCE_SYNV2_00759,False,RC_PROCESS_VARIABILITY
RCA_SENSOR_STUCK_AT_SYNV2_00089,SYNV2_00089,RC_SENSOR_HARDWARE,Synthetic stuck_at sensor hardware fault.,Inspect the sensor signal path and replace or reset the stuck measurement channel.,Synthetic sensor fault injected for controlled evaluation.,EVID_SENSOR_EVENT_STUCK_AT_001;EVID_SENSOR_STUCK_AT_SYNV2_00089,False,RC_SENSOR_HARDWARE
RCA_SENSOR_STUCK_AT_SYNV2_00117,SYNV2_00117,RC_SENSOR_HARDWARE,Synthetic stuck_at sensor hardware fault.,Inspect the sensor signal path and replace or reset the stuck measurement channel.,Synthetic sensor fault injected for controlled evaluation.,EVID_SENSOR_EVENT_STUCK_AT_001;EVID_SENSOR_STUCK_AT_SYNV2_00117,False,RC_SENSOR_HARDWARE
RCA_SENSOR_STUCK_AT_SYNV2_00202,SYNV2_00202,RC_SENSOR_HARDWARE,Synthetic stuck_at sensor hardware fault.,Inspect the sensor signal path and replace or reset the stuck measurement channel.,Synthetic sensor fault injected for controlled evaluation.,EVID_SENSOR_EVENT_STUCK_AT_001;EVID_SENSOR_STUCK_AT_SYNV2_00202,False,RC_SENSOR_HARDWARE
RCA_SENSOR_DROPOUT_SYNV2_00355,SYNV2_00355,RC_SENSOR_HARDWARE,Synthetic dropout sensor hardware fault.,"Inspect intermittent data acquisition, communication, and sensor connector integrity.",Synthetic sensor fault injected for controlled evaluation.,EVID_SENSOR_EVENT_DROPOUT_002;EVID_SENSOR_DROPOUT_SYNV2_00355,False,RC_SENSOR_HARDWARE
RCA_SENSOR_DROPOUT_SYNV2_00363,SYNV2_00363,RC_SENSOR_HARDWARE,Synthetic dropout sensor hardware fault.,"Inspect intermittent data acquisition, communication, and sensor connector integrity.",Synthetic sensor fault injected for controlled evaluation.,EVID_SENSOR_EVENT_DROPOUT_002;EVID_SENSOR_DROPOUT_SYNV2_00363,False,RC_SENSOR_HARDWARE
RCA_SENSOR_DROPOUT_SYNV2_00391,SYNV2_00391,RC_SENSOR_HARDWARE,Synthetic dropout sensor hardware fault.,"Inspect intermittent data acquisition, communication, and sensor connector integrity.",Synthetic sensor fault injected for controlled evaluation.,EVID_SENSOR_EVENT_DROPOUT_002;EVID_SENSOR_DROPOUT_SYNV2_00391,False,RC_SENSOR_HARDWARE
RCA_SENSOR_MISSING_BURST_SYNV2_00425,SYNV2_00425,RC_SENSOR_HARDWARE,Synthetic missing_burst sensor hardware fault.,Investigate the sustained missing-data interval and verify data logger and sensor availability.,Synthetic sensor fault injected for controlled evaluation.,EVID_SENSOR_EVENT_MISSING_BURST_003;EVID_SENSOR_MISSING_BURST_SYNV2_00425,False,RC_SENSOR_HARDWARE
RCA_SENSOR_MISSING_BURST_SYNV2_00497,SYNV2_00497,RC_SENSOR_HARDWARE,Synthetic missing_burst sensor hardware fault.,Investigate the sustained missing-data interval and verify data logger and sensor availability.,Synthetic sensor fault injected for controlled evaluation.,EVID_SENSOR_EVENT_MISSING_BURST_003;EVID_SENSOR_MISSING_BURST_SYNV2_00497,False,RC_SENSOR_HARDWARE
RCA_SENSOR_MISSING_BURST_SYNV2_00596,SYNV2_00596,RC_SENSOR_HARDWARE,Synthetic missing_burst sensor hardware fault.,Investigate the sustained missing-data interval and verify data logger and sensor availability.,Synthetic sensor fault injected for controlled evaluation.,EVID_SENSOR_EVENT_MISSING_BURST_003;EVID_SENSOR_MISSING_BURST_SYNV2_00596,False,RC_SENSOR_HARDWARE
RCA_SENSOR_CALIBRATION_BIAS_SYNV2_00650,SYNV2_00650,RC_SENSOR_HARDWARE,Synthetic calibration_bias sensor hardware fault.,Recalibrate the sensor and compare its offset against a reference measurement.,Synthetic sensor fault injected for controlled evaluation.,EVID_SENSOR_EVENT_CALIBRATION_BIAS_004;EVID_SENSOR_CALIBRATION_BIAS_SYNV2_00650,False,RC_SENSOR_HARDWARE
RCA_SENSOR_CALIBRATION_BIAS_SYNV2_00660,SYNV2_00660,RC_SENSOR_HARDWARE,Synthetic calibration_bias sensor hardware fault.,Recalibrate the sensor and compare its offset against a reference measurement.,Synthetic sensor fault injected for controlled evaluation.,EVID_SENSOR_EVENT_CALIBRATION_BIAS_004;EVID_SENSOR_CALIBRATION_BIAS_SYNV2_00660,False,RC_SENSOR_HARDWARE
RCA_SENSOR_CALIBRATION_BIAS_SYNV2_00681,SYNV2_00681,RC_SENSOR_HARDWARE,Synthetic calibration_bias sensor hardware fault.,Recalibrate the sensor and compare its offset against a reference measurement.,Synthetic sensor fault injected for controlled evaluation.,EVID_SENSOR_EVENT_CALIBRATION_BIAS_004;EVID_SENSOR_CALIBRATION_BIAS_SYNV2_00681,False,RC_SENSOR_HARDWARE
RCA_SENSOR_CALIBRATION_BIAS_SYNV2_00699,SYNV2_00699,RC_SENSOR_HARDWARE,Synthetic calibration_bias sensor hardware fault.,Recalibrate the sensor and compare its offset against a reference measurement.,Synthetic sensor fault injected for controlled evaluation.,EVID_SENSOR_EVENT_CALIBRATION_BIAS_004;EVID_SENSOR_CALIBRATION_BIAS_SYNV2_00699,False,RC_SENSOR_HARDWARE
RCA_SENSOR_CALIBRATION_BIAS_SYNV2_00728,SYNV2_00728,RC_SENSOR_HARDWARE,Synthetic calibration_bias sensor hardware fault.,Recalibrate the sensor and compare its offset against a reference measurement.,Synthetic sensor fault injected for controlled evaluation.,EVID_SENSOR_EVENT_CALIBRATION_BIAS_004;EVID_SENSOR_CALIBRATION_BIAS_SYNV2_00728,False,RC_SENSOR_HARDWARE
RCA_CONTEXTUAL_001,SYNV2_00709,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_001 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_001;EVID_CONTEXT_CONTROL_CTX_PAIR_001,False,
RCA_CONTEXTUAL_014,SYNV2_00914,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_014 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_014;EVID_CONTEXT_CONTROL_CTX_PAIR_014,False,
RCA_CONTEXTUAL_016,SYNV2_00935,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_016 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_016;EVID_CONTEXT_CONTROL_CTX_PAIR_016,False,
RCA_CONTEXTUAL_018,SYNV2_00949,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_018 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_018;EVID_CONTEXT_CONTROL_CTX_PAIR_018,False,
RCA_CONTEXTUAL_023,SYNV2_01052,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_023 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_023;EVID_CONTEXT_CONTROL_CTX_PAIR_023,False,
RCA_CONTEXTUAL_029,SYNV2_01133,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_029 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_029;EVID_CONTEXT_CONTROL_CTX_PAIR_029,False,
RCA_CONTEXTUAL_032,SYNV2_01161,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_032 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_032;EVID_CONTEXT_CONTROL_CTX_PAIR_032,False,
RCA_CONTEXTUAL_038,SYNV2_01284,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_038 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_038;EVID_CONTEXT_CONTROL_CTX_PAIR_038,False,
RCA_CONTEXTUAL_039,SYNV2_01287,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_039 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_039;EVID_CONTEXT_CONTROL_CTX_PAIR_039,False,
RCA_CONTEXTUAL_040,SYNV2_01298,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_040 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_040;EVID_CONTEXT_CONTROL_CTX_PAIR_040,False,
RCA_CONTEXTUAL_042,SYNV2_01347,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_042 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_042;EVID_CONTEXT_CONTROL_CTX_PAIR_042,False,
RCA_CONTEXTUAL_043,SYNV2_01348,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_043 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_043;EVID_CONTEXT_CONTROL_CTX_PAIR_043,False,
RCA_CONTEXTUAL_045,SYNV2_01364,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_045 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_045;EVID_CONTEXT_CONTROL_CTX_PAIR_045,False,
